"","date","recgroup","individuals_at_receiver","total_individuals","proportion","avg_depth"
"1438",2022-04-11,"West End",4,9,44.4444444444444,3.12178268776424
"1439",2022-04-12,"Carrolls Bay",1,9,11.1111111111111,0.6014
"1440",2022-04-12,"Central",4,9,44.4444444444444,4.39373576455946
"1441",2022-04-12,"Grindstone",1,9,11.1111111111111,1.02351712707182
"1442",2022-04-12,"West End",3,9,33.3333333333333,1.92967552213358
"1443",2022-04-13,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1444",2022-04-13,"Carrolls Bay",2,9,22.2222222222222,0.545679518072289
"1445",2022-04-13,"Central",2,9,22.2222222222222,3.21301962376462
"1446",2022-04-13,"Grindstone",1,9,11.1111111111111,0.546091612903226
"1447",2022-04-13,"West End",3,9,33.3333333333333,2.48229459308004
"1448",2022-04-14,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1449",2022-04-14,"Carrolls Bay",1,9,11.1111111111111,0.451
"1450",2022-04-14,"Central",2,9,22.2222222222222,2.64461318565091
"1451",2022-04-14,"Cootes Paradise",1,9,11.1111111111111,0.9774
"1452",2022-04-14,"Grindstone",1,9,11.1111111111111,0.474463938618926
"1453",2022-04-14,"North shore",1,9,11.1111111111111,4.26100511508951
"1454",2022-04-14,"West End",2,9,22.2222222222222,2.19073821989529
"1455",2022-04-15,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1456",2022-04-15,"Central",3,9,33.3333333333333,4.08047710169779
"1457",2022-04-15,"Cootes Paradise",2,9,22.2222222222222,0.9022
"1458",2022-04-15,"Grindstone",1,9,11.1111111111111,0.653874725274725
"1459",2022-04-15,"West End",2,9,22.2222222222222,2.19073821989529
"1460",2022-04-16,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1461",2022-04-16,"Central",3,9,33.3333333333333,3.59083380643886
"1462",2022-04-16,"Cootes Paradise",2,9,22.2222222222222,0.874626666666667
"1463",2022-04-16,"Grindstone",1,9,11.1111111111111,0.299820725388601
"1464",2022-04-16,"West End",2,9,22.2222222222222,2.19073821989529
"1465",2022-04-17,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1466",2022-04-17,"Central",2,9,22.2222222222222,2.8889686647025
"1467",2022-04-17,"Cootes Paradise",2,9,22.2222222222222,0.874626666666667
"1468",2022-04-17,"Grindstone",1,9,11.1111111111111,0.33068
"1469",2022-04-17,"North shore",1,9,11.1111111111111,4.7453039039039
"1470",2022-04-17,"West End",2,9,22.2222222222222,2.19073821989529
"1471",2022-04-18,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1472",2022-04-18,"Central",1,9,11.1111111111111,4.62114964705882
"1473",2022-04-18,"Cootes Paradise",2,9,22.2222222222222,0.874626666666667
"1474",2022-04-18,"Grindstone",1,9,11.1111111111111,0.33068
"1475",2022-04-18,"North shore",1,9,11.1111111111111,3.459
"1476",2022-04-18,"West End",3,9,33.3333333333333,2.39520458821045
"1477",2022-04-19,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1478",2022-04-19,"Cootes Paradise",2,9,22.2222222222222,0.874626666666667
"1479",2022-04-19,"Grindstone",1,9,11.1111111111111,0.294461224489796
"1480",2022-04-19,"North shore",2,9,22.2222222222222,4.30269597374732
"1481",2022-04-19,"West End",3,9,33.3333333333333,3.14718783150853
"1482",2022-04-20,"Bayfront area",2,9,22.2222222222222,3.05485242099672
"1483",2022-04-20,"Cootes Paradise",2,9,22.2222222222222,0.874626666666667
"1484",2022-04-20,"Grindstone",1,9,11.1111111111111,0.380441975308642
"1485",2022-04-20,"North shore",1,9,11.1111111111111,3.55456666666667
"1486",2022-04-20,"West End",3,9,33.3333333333333,3.21783413299142
"1487",2022-04-21,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1488",2022-04-21,"Central",1,9,11.1111111111111,2.94338088495575
"1489",2022-04-21,"Cootes Paradise",2,9,22.2222222222222,0.874626666666667
"1490",2022-04-21,"North shore",1,9,11.1111111111111,2.76359873150106
"1491",2022-04-21,"West End",4,9,44.4444444444444,3.32620868012772
"1492",2022-04-22,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1493",2022-04-22,"Central",2,9,22.2222222222222,3.98536050087711
"1494",2022-04-22,"Cootes Paradise",2,9,22.2222222222222,0.874626666666667
"1495",2022-04-22,"East End",1,9,11.1111111111111,1.8845
"1496",2022-04-22,"North shore",1,9,11.1111111111111,2.77704398447607
"1497",2022-04-22,"West End",2,9,22.2222222222222,2.19073821989529
"1498",2022-04-23,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1499",2022-04-23,"Carrolls Bay",1,9,11.1111111111111,0.835847058823529
"1500",2022-04-23,"Central",2,9,22.2222222222222,3.81234044655207
"1501",2022-04-23,"Cootes Paradise",1,9,11.1111111111111,0.877133333333333
"1502",2022-04-23,"East End",1,9,11.1111111111111,1.73518461538462
"1503",2022-04-23,"West End",3,9,33.3333333333333,2.36607206627557
"1504",2022-04-24,"Bayfront area",1,9,11.1111111111111,0.717618181818182
"1505",2022-04-24,"Cootes Paradise",2,9,22.2222222222222,1.15286666666667
"1506",2022-04-24,"East End",1,9,11.1111111111111,1.73518461538462
"1507",2022-04-24,"North shore",2,9,22.2222222222222,4.46052465751447
"1508",2022-04-24,"West End",3,9,33.3333333333333,2.36545301312376
"1509",2022-04-25,"Bayfront area",1,9,11.1111111111111,1.12421904761905
"1510",2022-04-25,"Carrolls Bay",2,9,22.2222222222222,0.723806387225549
"1511",2022-04-25,"Central",1,9,11.1111111111111,4.46772582781457
"1512",2022-04-25,"Cootes Paradise",1,9,11.1111111111111,0.877133333333333
"1513",2022-04-25,"East End",1,9,11.1111111111111,1.73518461538462
"1514",2022-04-25,"North shore",1,9,11.1111111111111,3.00608114285714
"1515",2022-04-25,"West End",2,9,22.2222222222222,2.19073821989529
"1516",2022-04-26,"Bayfront area",2,9,22.2222222222222,2.24272952380952
"1517",2022-04-26,"Carrolls Bay",1,9,11.1111111111111,0.890630769230769
"1518",2022-04-26,"Central",1,9,11.1111111111111,2.88493802816901
"1519",2022-04-26,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1520",2022-04-26,"East End",1,9,11.1111111111111,1.73518461538462
"1521",2022-04-26,"North shore",1,9,11.1111111111111,3.14630395480226
"1522",2022-04-26,"West End",2,9,22.2222222222222,1.87712883359049
"1523",2022-04-27,"Bayfront area",1,9,11.1111111111111,1.12421904761905
"1524",2022-04-27,"Carrolls Bay",2,9,22.2222222222222,1.06971162534435
"1525",2022-04-27,"Central",1,9,11.1111111111111,4.94310272373541
"1526",2022-04-27,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1527",2022-04-27,"East End",2,9,22.2222222222222,3.33573190160094
"1528",2022-04-27,"West End",2,9,22.2222222222222,2.3388749502466
"1529",2022-04-28,"Bayfront area",1,9,11.1111111111111,1.12421904761905
"1530",2022-04-28,"Carrolls Bay",1,9,11.1111111111111,1.13281333333333
"1531",2022-04-28,"Central",1,9,11.1111111111111,5.07852773826458
"1532",2022-04-28,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1533",2022-04-28,"East End",1,9,11.1111111111111,1.73518461538462
"1534",2022-04-28,"North shore",1,9,11.1111111111111,3.98280689655172
"1535",2022-04-28,"West End",3,9,33.3333333333333,2.16422979106483
"1536",2022-04-29,"Bayfront area",1,9,11.1111111111111,1.12421904761905
"1537",2022-04-29,"Carrolls Bay",1,9,11.1111111111111,1.13281333333333
"1538",2022-04-29,"Central",1,9,11.1111111111111,1.1278
"1539",2022-04-29,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1540",2022-04-29,"East End",1,9,11.1111111111111,1.73518461538462
"1541",2022-04-29,"North shore",2,9,22.2222222222222,4.06928959882603
"1542",2022-04-29,"West End",2,9,22.2222222222222,1.4667717352415
"1543",2022-04-30,"Bayfront area",1,9,11.1111111111111,0.943977777777778
"1544",2022-04-30,"Carrolls Bay",1,9,11.1111111111111,1.13281333333333
"1545",2022-04-30,"Central",1,9,11.1111111111111,1.04103076923077
"1546",2022-04-30,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1547",2022-04-30,"East End",2,9,22.2222222222222,4.73871968411816
"1548",2022-04-30,"North shore",1,9,11.1111111111111,3.09044792332268
"1549",2022-04-30,"West End",2,9,22.2222222222222,1.4667717352415
"1550",2022-05-01,"Bayfront area",1,9,11.1111111111111,0.6578
"1551",2022-05-01,"Carrolls Bay",1,9,11.1111111111111,1.13281333333333
"1552",2022-05-01,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1553",2022-05-01,"East End",2,9,22.2222222222222,5.27285092838196
"1554",2022-05-01,"North shore",2,9,22.2222222222222,3.75482156702157
"1555",2022-05-01,"West End",2,9,22.2222222222222,1.4667717352415
"1556",2022-05-02,"Bayfront area",1,9,11.1111111111111,0.6578
"1557",2022-05-02,"Carrolls Bay",1,9,11.1111111111111,1.13281333333333
"1558",2022-05-02,"Central",2,9,22.2222222222222,6.09300533333333
"1559",2022-05-02,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1560",2022-05-02,"East End",1,9,11.1111111111111,1.73518461538462
"1561",2022-05-02,"North shore",1,9,11.1111111111111,3.25401037037037
"1562",2022-05-02,"West End",2,9,22.2222222222222,1.4667717352415
"1563",2022-05-03,"Bayfront area",1,9,11.1111111111111,0.6578
"1564",2022-05-03,"Carrolls Bay",1,9,11.1111111111111,1.13281333333333
"1565",2022-05-03,"Central",3,9,33.3333333333333,4.9492709584432
"1566",2022-05-03,"Cootes Paradise",1,9,11.1111111111111,0.6014
"1567",2022-05-03,"East End",1,9,11.1111111111111,1.73518461538462
"1568",2022-05-03,"West End",2,9,22.2222222222222,1.4667717352415
"1569",2022-05-04,"Bayfront area",1,9,11.1111111111111,0.6578
"1570",2022-05-04,"Carrolls Bay",2,9,22.2222222222222,0.43972
"1571",2022-05-04,"Central",1,9,11.1111111111111,3.7598
"1572",2022-05-04,"East End",1,9,11.1111111111111,1.73518461538462
"1573",2022-05-04,"West End",4,9,44.4444444444444,3.64521591771325
"1574",2022-05-05,"Bayfront area",1,9,11.1111111111111,0.6578
"1575",2022-05-05,"Carrolls Bay",3,9,33.3333333333333,1.02406973567251
"1576",2022-05-05,"Central",2,9,22.2222222222222,4.80802003929273
"1577",2022-05-05,"East End",1,9,11.1111111111111,1.73518461538462
"1578",2022-05-05,"West End",2,9,22.2222222222222,1.4667717352415
"1579",2022-05-06,"Bayfront area",1,9,11.1111111111111,0.6578
"1580",2022-05-06,"Carrolls Bay",2,9,22.2222222222222,0.818610589333273
"1581",2022-05-06,"Central",2,9,22.2222222222222,4.49485352112676
"1582",2022-05-06,"East End",1,9,11.1111111111111,1.73518461538462
"1583",2022-05-06,"West End",3,9,33.3333333333333,2.93412924843072
"1584",2022-05-07,"Bayfront area",1,9,11.1111111111111,0.6578
"1585",2022-05-07,"Central",2,9,22.2222222222222,3.13660792079208
"1586",2022-05-07,"East End",1,9,11.1111111111111,1.73518461538462
"1587",2022-05-07,"West End",5,9,55.5555555555556,3.9482292799882
"1588",2022-05-08,"Bayfront area",1,9,11.1111111111111,0.6578
"1589",2022-05-08,"Central",2,9,22.2222222222222,4.90125040650407
"1590",2022-05-08,"East End",1,9,11.1111111111111,1.73518461538462
"1591",2022-05-08,"Grindstone",2,9,22.2222222222222,0.642218385812523
"1592",2022-05-08,"North shore",1,9,11.1111111111111,4.00300780487805
"1593",2022-05-08,"West End",2,9,22.2222222222222,1.36790170940171
"1594",2022-05-09,"Bayfront area",1,9,11.1111111111111,0.6578
"1595",2022-05-09,"Central",2,9,22.2222222222222,5.49649795918367
"1596",2022-05-09,"East End",1,9,11.1111111111111,1.73518461538462
"1597",2022-05-09,"Grindstone",1,9,11.1111111111111,0.490865060240964
"1598",2022-05-09,"North shore",2,9,22.2222222222222,3.58454913664505
"1599",2022-05-09,"West End",2,9,22.2222222222222,1.36790170940171
"1600",2022-05-10,"Bayfront area",1,9,11.1111111111111,0.6578
"1601",2022-05-10,"Carrolls Bay",1,9,11.1111111111111,0.822665162907268
"1602",2022-05-10,"Central",1,9,11.1111111111111,6.50346060606061
"1603",2022-05-10,"East End",1,9,11.1111111111111,1.73518461538462
"1604",2022-05-10,"Grindstone",1,9,11.1111111111111,0.456074846625767
"1605",2022-05-10,"North shore",2,9,22.2222222222222,3.93496917784658
"1606",2022-05-10,"West End",2,9,22.2222222222222,1.44581389578164
"1607",2022-05-11,"Bayfront area",1,9,11.1111111111111,0.6578
"1608",2022-05-11,"Carrolls Bay",2,9,22.2222222222222,0.767698866608544
"1609",2022-05-11,"Central",1,9,11.1111111111111,6.1084464
"1610",2022-05-11,"East End",1,9,11.1111111111111,1.73518461538462
"1611",2022-05-11,"Grindstone",1,9,11.1111111111111,0.456074846625767
"1612",2022-05-11,"North shore",1,9,11.1111111111111,2.86015457875458
"1613",2022-05-11,"West End",2,9,22.2222222222222,1.56540615384615
"1614",2022-05-12,"Bayfront area",1,9,11.1111111111111,0.724094736842105
"1615",2022-05-12,"Carrolls Bay",4,9,44.4444444444444,0.79145603899165
"1616",2022-05-12,"East End",1,9,11.1111111111111,1.73518461538462
"1617",2022-05-12,"Grindstone",1,9,11.1111111111111,0.572547755102041
"1618",2022-05-12,"West End",2,9,22.2222222222222,3.27391654490761
"1619",2022-05-13,"Bayfront area",1,9,11.1111111111111,0.724454545454546
"1620",2022-05-13,"Carrolls Bay",4,9,44.4444444444444,1.01659580325181
"1621",2022-05-13,"East End",1,9,11.1111111111111,1.01249333333333
"1622",2022-05-13,"Grindstone",2,9,22.2222222222222,0.575535757575758
"1623",2022-05-13,"West End",1,9,11.1111111111111,2.10829230769231
"1624",2022-05-14,"Bayfront area",1,9,11.1111111111111,0.891
"1625",2022-05-14,"Carrolls Bay",4,9,44.4444444444444,0.572960755336617
"1626",2022-05-14,"East End",1,9,11.1111111111111,0.853541176470588
"1627",2022-05-14,"Grindstone",2,9,22.2222222222222,0.43356231884058
"1628",2022-05-14,"West End",1,9,11.1111111111111,2.10829230769231
"1629",2022-05-15,"Bayfront area",1,9,11.1111111111111,1.44891719298246
"1630",2022-05-15,"Carrolls Bay",6,9,66.6666666666667,0.552024058285812
"1631",2022-05-15,"East End",1,9,11.1111111111111,0.78291724137931
"1632",2022-05-15,"Grindstone",1,9,11.1111111111111,0.400866666666667
"1633",2022-05-16,"Bayfront area",1,9,11.1111111111111,1.06334285714286
"1634",2022-05-16,"Carrolls Bay",5,9,55.5555555555556,0.410286049043696
"1635",2022-05-16,"East End",1,9,11.1111111111111,0.78291724137931
"1636",2022-05-16,"Grindstone",2,9,22.2222222222222,0.398322189545584
"1637",2022-05-17,"Bayfront area",1,9,11.1111111111111,0.506076056338028
"1638",2022-05-17,"Carrolls Bay",4,9,44.4444444444444,0.483438586403115
"1639",2022-05-17,"East End",1,9,11.1111111111111,0.78291724137931
"1640",2022-05-17,"Grindstone",2,9,22.2222222222222,0.464852975482938
"1641",2022-05-17,"North shore",1,9,11.1111111111111,6.8574
"1642",2022-05-18,"Bayfront area",1,9,11.1111111111111,0.506076056338028
"1643",2022-05-18,"Carrolls Bay",3,9,33.3333333333333,0.50088056022409
"1644",2022-05-18,"East End",1,9,11.1111111111111,0.78291724137931
"1645",2022-05-18,"Grindstone",3,9,33.3333333333333,0.51296915942029
"1646",2022-05-18,"North shore",1,9,11.1111111111111,9.00837435897436
"1647",2022-05-19,"Bayfront area",1,9,11.1111111111111,0.506076056338028
"1648",2022-05-19,"Carrolls Bay",4,9,44.4444444444444,0.644213366672756
"1649",2022-05-19,"East End",1,9,11.1111111111111,0.78291724137931
"1650",2022-05-19,"Grindstone",2,9,22.2222222222222,0.449944413626342
"1651",2022-05-19,"North shore",1,9,11.1111111111111,2.39622872928177
"1652",2022-05-20,"Bayfront area",1,9,11.1111111111111,0.506076056338028
"1653",2022-05-20,"Carrolls Bay",4,9,44.4444444444444,0.523163431372549
"1654",2022-05-20,"Central",1,9,11.1111111111111,2.47127692307692
"1655",2022-05-20,"East End",1,9,11.1111111111111,0.78291724137931
"1656",2022-05-20,"Grindstone",1,9,11.1111111111111,0.439807441860465
"1657",2022-05-20,"West End",1,9,11.1111111111111,0.596153488372093
"1658",2022-05-21,"Bayfront area",2,9,22.2222222222222,2.00070980392157
"1659",2022-05-21,"Carrolls Bay",4,9,44.4444444444444,0.664970669330669
"1660",2022-05-21,"East End",1,9,11.1111111111111,0.78291724137931
"1661",2022-05-21,"Grindstone",1,9,11.1111111111111,0.35717247706422
"1662",2022-05-21,"West End",1,9,11.1111111111111,0.443
"1663",2022-05-22,"Bayfront area",2,9,22.2222222222222,1.95108808080808
"1664",2022-05-22,"Carrolls Bay",2,9,22.2222222222222,0.840538680926916
"1665",2022-05-22,"East End",1,9,11.1111111111111,0.78291724137931
"1666",2022-05-22,"Grindstone",3,9,33.3333333333333,0.354729049426446
"1667",2022-05-22,"West End",1,9,11.1111111111111,0.455297142857143
"1668",2022-05-23,"Bayfront area",1,9,11.1111111111111,0.429123636363636
"1669",2022-05-23,"Carrolls Bay",4,9,44.4444444444444,0.855084244003844
"1670",2022-05-23,"East End",1,9,11.1111111111111,0.78291724137931
"1671",2022-05-23,"Grindstone",2,9,22.2222222222222,0.445191483404832
"1672",2022-05-23,"West End",1,9,11.1111111111111,3.47669411764706
"1673",2022-05-24,"Bayfront area",1,9,11.1111111111111,0.765940170940171
"1674",2022-05-24,"Carrolls Bay",3,9,33.3333333333333,1.06331567492506
"1675",2022-05-24,"East End",1,9,11.1111111111111,0.78291724137931
"1676",2022-05-24,"Grindstone",2,9,22.2222222222222,0.387110569105691
"1677",2022-05-24,"West End",2,9,22.2222222222222,2.11698713979519
"1678",2022-05-25,"Bayfront area",1,9,11.1111111111111,1.74264661246612
"1679",2022-05-25,"Carrolls Bay",3,9,33.3333333333333,0.906154004914005
"1680",2022-05-25,"East End",1,9,11.1111111111111,0.78291724137931
"1681",2022-05-25,"Grindstone",2,9,22.2222222222222,0.399971428571429
"1682",2022-05-25,"West End",2,9,22.2222222222222,2.09641613098848
"1683",2022-05-26,"Bayfront area",2,9,22.2222222222222,1.00422573099415
"1684",2022-05-26,"Carrolls Bay",4,9,44.4444444444444,0.818380005664118
"1685",2022-05-26,"East End",1,9,11.1111111111111,0.78291724137931
"1686",2022-05-26,"Grindstone",2,9,22.2222222222222,0.296805386975793
"1687",2022-05-27,"Bayfront area",2,9,22.2222222222222,0.772688888888889
"1688",2022-05-27,"Carrolls Bay",4,9,44.4444444444444,0.555105158496145
"1689",2022-05-27,"East End",1,9,11.1111111111111,0.78291724137931
"1690",2022-05-27,"Grindstone",2,9,22.2222222222222,0.213418218187413
"1691",2022-05-28,"Bayfront area",2,9,22.2222222222222,0.854705263157895
"1692",2022-05-28,"Carrolls Bay",3,9,33.3333333333333,0.541229148629149
"1693",2022-05-28,"East End",1,9,11.1111111111111,0.78291724137931
"1694",2022-05-28,"Grindstone",1,9,11.1111111111111,0.235208695652174
"1695",2022-05-28,"North shore",1,9,11.1111111111111,0.498494736842105
"1696",2022-05-28,"West End",1,9,11.1111111111111,0.396101140684411
"1697",2022-05-29,"Bayfront area",2,8,25,2.30144163020209
"1698",2022-05-29,"Carrolls Bay",2,8,25,0.652487244538407
"1699",2022-05-29,"East End",1,8,12.5,0.78291724137931
"1700",2022-05-29,"Grindstone",1,8,12.5,0.614478260869565
"1701",2022-05-29,"North shore",1,8,12.5,0.498494736842105
"1702",2022-05-29,"West End",1,8,12.5,0.7038
"1703",2022-05-30,"Bayfront area",1,8,12.5,0.884048275862069
"1704",2022-05-30,"Carrolls Bay",4,8,50,0.690557575757576
"1705",2022-05-30,"East End",1,8,12.5,0.78291724137931
"1706",2022-05-30,"North shore",1,8,12.5,0.498494736842105
"1707",2022-05-30,"West End",1,8,12.5,0.70856
"1708",2022-05-31,"Bayfront area",2,8,25,1.21201834586466
"1709",2022-05-31,"Carrolls Bay",4,8,50,0.702880264833206
"1710",2022-05-31,"East End",1,8,12.5,0.78291724137931
"1711",2022-05-31,"North shore",1,8,12.5,0.498494736842105
"1712",2022-06-01,"Carrolls Bay",5,8,62.5,0.464228657729867
"1713",2022-06-01,"East End",1,8,12.5,0.78291724137931
"1714",2022-06-01,"North shore",1,8,12.5,1.03254666666667
"1715",2022-06-01,"West End",1,8,12.5,0.461444444444444
"1716",2022-06-02,"Bayfront area",2,8,25,1.20292945590994
"1717",2022-06-02,"Carrolls Bay",4,8,50,0.489702111438697
"1718",2022-06-02,"East End",1,8,12.5,0.78291724137931
"1719",2022-06-02,"North shore",1,8,12.5,1.03254666666667
"1720",2022-06-03,"Bayfront area",2,8,25,1.23333777191826
"1721",2022-06-03,"Carrolls Bay",4,8,50,0.691061538461539
"1722",2022-06-03,"East End",1,8,12.5,0.78291724137931
"1723",2022-06-03,"North shore",1,8,12.5,1.03254666666667
"1724",2022-06-04,"Bayfront area",2,8,25,1.34024461916462
"1725",2022-06-04,"Carrolls Bay",4,8,50,0.733305299145299
"1726",2022-06-04,"East End",1,8,12.5,0.78291724137931
"1727",2022-06-04,"North shore",1,8,12.5,1.03254666666667
"1728",2022-06-05,"Bayfront area",2,8,25,1.51273791245791
"1729",2022-06-05,"Carrolls Bay",4,8,50,0.544213869361782
"1730",2022-06-05,"East End",1,8,12.5,0.78291724137931
"1731",2022-06-05,"North shore",1,8,12.5,0.927266666666667
"1732",2022-06-06,"Bayfront area",2,8,25,1.41147653679654
"1733",2022-06-06,"Carrolls Bay",3,8,37.5,0.646848133153396
"1734",2022-06-06,"East End",1,8,12.5,0.78291724137931
"1735",2022-06-06,"Grindstone",2,8,25,0.34937085438947
"1736",2022-06-07,"Bayfront area",2,8,25,1.35908852974186
"1737",2022-06-07,"Carrolls Bay",3,8,37.5,0.63405094017094
"1738",2022-06-07,"East End",1,8,12.5,0.78291724137931
"1739",2022-06-07,"Grindstone",2,8,25,0.335605094951366
"1740",2022-06-08,"Bayfront area",2,8,25,1.39495710683477
"1741",2022-06-08,"Carrolls Bay",4,8,50,0.651124815297697
"1742",2022-06-08,"East End",1,8,12.5,0.78291724137931
"1743",2022-06-08,"Grindstone",1,8,12.5,0.547506666666667
"1744",2022-06-09,"Bayfront area",2,8,25,1.6776209622694
"1745",2022-06-09,"Carrolls Bay",4,8,50,0.655389743589744
"1746",2022-06-09,"East End",1,8,12.5,0.78291724137931
"1747",2022-06-09,"Grindstone",1,8,12.5,0.313491428571429
"1748",2022-06-10,"Bayfront area",2,8,25,1.23128952380952
"1749",2022-06-10,"Carrolls Bay",3,8,37.5,0.56637094017094
"1750",2022-06-10,"East End",2,8,25,0.917758620689655
"1751",2022-06-10,"West End",1,8,12.5,0.637860606060606
"1752",2022-06-11,"Bayfront area",1,8,12.5,1.34981904761905
"1753",2022-06-11,"Carrolls Bay",4,8,50,0.607358722358722
"1754",2022-06-11,"East End",1,8,12.5,0.78291724137931
"1755",2022-06-11,"Grindstone",2,8,25,0.380305483804415
"1756",2022-06-12,"Carrolls Bay",5,8,62.5,0.744877089478859
"1757",2022-06-12,"East End",1,8,12.5,0.78291724137931
"1758",2022-06-12,"Grindstone",2,8,25,0.472942857142857
"1759",2022-06-13,"Carrolls Bay",4,8,50,0.778918584070797
"1760",2022-06-13,"East End",1,8,12.5,0.78291724137931
"1761",2022-06-13,"Grindstone",3,8,37.5,0.405686673635374
"1762",2022-06-14,"Carrolls Bay",5,8,62.5,0.969659438685209
"1763",2022-06-14,"East End",1,8,12.5,0.78291724137931
"1764",2022-06-14,"Grindstone",1,8,12.5,0.494504132231405
"1765",2022-06-14,"West End",1,8,12.5,0.763369230769231
"1766",2022-06-15,"Carrolls Bay",5,8,62.5,0.826930405073834
"1767",2022-06-15,"East End",1,8,12.5,0.78291724137931
"1768",2022-06-15,"Grindstone",1,8,12.5,0.469076923076923
"1769",2022-06-15,"North shore",1,8,12.5,0.803072727272727
"1770",2022-06-16,"Carrolls Bay",6,8,75,0.738235494424273
"1771",2022-06-16,"East End",1,8,12.5,0.78291724137931
"1772",2022-06-16,"North shore",1,8,12.5,0.803072727272727
"1773",2022-06-17,"Bayfront area",1,8,12.5,0.270113513513514
"1774",2022-06-17,"Carrolls Bay",5,8,62.5,0.665835293962722
"1775",2022-06-17,"East End",1,8,12.5,0.78291724137931
"1776",2022-06-17,"North shore",1,8,12.5,0.803072727272727
"1777",2022-06-18,"Bayfront area",1,8,12.5,0.270113513513514
"1778",2022-06-18,"Carrolls Bay",4,8,50,0.778573659937063
"1779",2022-06-18,"East End",1,8,12.5,0.78291724137931
"1780",2022-06-18,"Grindstone",1,8,12.5,0.352514720812183
"1781",2022-06-18,"North shore",1,8,12.5,0.803072727272727
"1782",2022-06-19,"Bayfront area",1,8,12.5,1.40174285714286
"1783",2022-06-19,"Carrolls Bay",4,8,50,0.536038915555989
"1784",2022-06-19,"East End",2,8,25,0.763777668308703
"1785",2022-06-19,"Grindstone",1,8,12.5,0.433017391304348
"1786",2022-06-20,"Bayfront area",1,8,12.5,1.27551428571429
"1787",2022-06-20,"Carrolls Bay",4,8,50,0.604214739731813
"1788",2022-06-20,"East End",1,8,12.5,0.78291724137931
"1789",2022-06-20,"Grindstone",1,8,12.5,0.499554330708661
"1790",2022-06-20,"North shore",1,8,12.5,1.0949
"1791",2022-06-21,"Bayfront area",1,8,12.5,1.29224337349398
"1792",2022-06-21,"Carrolls Bay",5,8,62.5,0.57357179178545
"1793",2022-06-21,"East End",1,8,12.5,0.78291724137931
"1794",2022-06-21,"North shore",1,8,12.5,1.2782
"1795",2022-06-22,"Bayfront area",1,8,12.5,0.973861176470588
"1796",2022-06-22,"Carrolls Bay",4,8,50,0.53189696969697
"1797",2022-06-22,"East End",1,8,12.5,0.78291724137931
"1798",2022-06-22,"North shore",1,8,12.5,1.63271428571429
"1799",2022-06-22,"West End",1,8,12.5,0.439126315789474
"1800",2022-06-23,"Bayfront area",1,8,12.5,1.12168325358852
"1801",2022-06-23,"Carrolls Bay",4,8,50,0.596120572181442
"1802",2022-06-23,"East End",1,8,12.5,0.78291724137931
"1803",2022-06-23,"North shore",1,8,12.5,1.63271428571429
"1804",2022-06-23,"West End",1,8,12.5,0.439126315789474
"1805",2022-06-24,"Bayfront area",1,8,12.5,1.26125352112676
"1806",2022-06-24,"Carrolls Bay",5,8,62.5,0.599473447619048
"1807",2022-06-24,"East End",1,8,12.5,0.78291724137931
"1808",2022-06-24,"North shore",1,8,12.5,1.63271428571429
"1809",2022-06-25,"Carrolls Bay",5,8,62.5,0.643177127877164
"1810",2022-06-25,"East End",1,8,12.5,0.78291724137931
"1811",2022-06-25,"Grindstone",1,8,12.5,0.624333333333333
"1812",2022-06-25,"North shore",1,8,12.5,0.852066666666667
"1813",2022-06-26,"Bayfront area",1,8,12.5,1.5042449704142
"1814",2022-06-26,"Carrolls Bay",5,8,62.5,0.742387002820934
"1815",2022-06-26,"East End",1,8,12.5,0.78291724137931
"1816",2022-06-26,"North shore",1,8,12.5,0.9022
"1817",2022-06-27,"Bayfront area",1,8,12.5,1.57080062305296
"1818",2022-06-27,"Carrolls Bay",5,8,62.5,0.667469806239737
"1819",2022-06-27,"East End",1,8,12.5,0.78291724137931
"1820",2022-06-27,"North shore",1,8,12.5,0.9022
"1821",2022-06-28,"Bayfront area",1,8,12.5,1.45486031746032
"1822",2022-06-28,"Carrolls Bay",5,8,62.5,0.555678611681914
"1823",2022-06-28,"East End",1,8,12.5,0.78291724137931
"1824",2022-06-28,"North shore",1,8,12.5,0.9022
"1825",2022-06-29,"Bayfront area",1,8,12.5,1.53875783783784
"1826",2022-06-29,"Carrolls Bay",5,8,62.5,0.608619411681914
"1827",2022-06-29,"East End",1,8,12.5,0.78291724137931
"1828",2022-06-29,"North shore",1,8,12.5,0.9022
